station,hour,type,trips
Southport Ave & Clark St,15,fromtrips,0.1
Southport Ave & Clark St,15,totrips,0.1
Southport Ave & Clark St,16,fromtrips,0.1
Southport Ave & Clark St,16,totrips,0.1
Southport Ave & Clark St,17,fromtrips,0.1
Southport Ave & Clark St,17,totrips,0.3
Southport Ave & Clark St,18,fromtrips,0.1
Southport Ave & Clark St,18,totrips,0.3
Southport Ave & Clark St,19,fromtrips,0.1
Southport Ave & Clark St,19,totrips,0.2
Southport Ave & Clark St,20,fromtrips,0.1
Southport Ave & Clark St,20,totrips,0.1
Southport Ave & Clark St,21,fromtrips,0.1
Southport Ave & Clark St,21,totrips,0.1
Southport Ave & Clark St,22,fromtrips,0.0
Southport Ave & Clark St,22,totrips,0.1
Southport Ave & Clark St,23,fromtrips,0.0
Southport Ave & Clark St,23,totrips,0.0
Southport Ave & Clybourn Ave,0,fromtrips,0.0
Southport Ave & Clybourn Ave,0,totrips,0.0
Southport Ave & Clybourn Ave,1,fromtrips,0.0
Southport Ave & Clybourn Ave,1,totrips,0.0
Southport Ave & Clybourn Ave,2,fromtrips,0.0
Southport Ave & Clybourn Ave,2,totrips,0.0
Southport Ave & Clybourn Ave,4,fromtrips,0.0
Southport Ave & Clybourn Ave,4,totrips,0.0
Southport Ave & Clybourn Ave,5,fromtrips,0.0
Southport Ave & Clybourn Ave,5,totrips,0.0
Southport Ave & Clybourn Ave,6,fromtrips,0.1
Southport Ave & Clybourn Ave,6,totrips,0.1
Southport Ave & Clybourn Ave,7,fromtrips,0.1
Southport Ave & Clybourn Ave,7,totrips,0.2
Southport Ave & Clybourn Ave,8,fromtrips,0.2
Southport Ave & Clybourn Ave,8,totrips,0.2
Southport Ave & Clybourn Ave,9,fromtrips,0.2
Southport Ave & Clybourn Ave,9,totrips,0.3
Southport Ave & Clybourn Ave,10,fromtrips,0.2
Southport Ave & Clybourn Ave,10,totrips,0.2
Southport Ave & Clybourn Ave,11,fromtrips,0.2
Southport Ave & Clybourn Ave,11,totrips,0.2
Southport Ave & Clybourn Ave,12,fromtrips,0.2
Southport Ave & Clybourn Ave,12,totrips,0.2
Southport Ave & Clybourn Ave,13,fromtrips,0.2
Southport Ave & Clybourn Ave,13,totrips,0.3
Southport Ave & Clybourn Ave,14,fromtrips,0.3
Southport Ave & Clybourn Ave,14,totrips,0.3
Southport Ave & Clybourn Ave,15,fromtrips,0.4
Southport Ave & Clybourn Ave,15,totrips,0.4
Southport Ave & Clybourn Ave,16,fromtrips,0.3
Southport Ave & Clybourn Ave,16,totrips,0.3
Southport Ave & Clybourn Ave,17,fromtrips,0.3
Southport Ave & Clybourn Ave,17,totrips,0.5
Southport Ave & Clybourn Ave,18,fromtrips,0.3
Southport Ave & Clybourn Ave,18,totrips,0.4
Southport Ave & Clybourn Ave,19,fromtrips,0.3
Southport Ave & Clybourn Ave,19,totrips,0.3
Southport Ave & Clybourn Ave,20,fromtrips,0.2
Southport Ave & Clybourn Ave,20,totrips,0.2
Southport Ave & Clybourn Ave,21,fromtrips,0.2
Southport Ave & Clybourn Ave,21,totrips,0.1
Southport Ave & Clybourn Ave,22,fromtrips,0.2
Southport Ave & Clybourn Ave,22,totrips,0.0
Southport Ave & Clybourn Ave,23,fromtrips,0.1
Southport Ave & Clybourn Ave,23,totrips,0.0
Southport Ave & Irving Park Rd,0,fromtrips,0.0
Southport Ave & Irving Park Rd,0,totrips,0.1
Southport Ave & Irving Park Rd,1,fromtrips,0.0
Southport Ave & Irving Park Rd,1,totrips,0.0
Southport Ave & Irving Park Rd,2,fromtrips,0.0
Southport Ave & Irving Park Rd,2,totrips,0.0
Southport Ave & Irving Park Rd,3,fromtrips,0.0
Southport Ave & Irving Park Rd,3,totrips,0.0
Southport Ave & Irving Park Rd,4,fromtrips,0.0
Southport Ave & Irving Park Rd,4,totrips,0.0
Southport Ave & Irving Park Rd,5,fromtrips,0.0
Southport Ave & Irving Park Rd,5,totrips,0.0
Southport Ave & Irving Park Rd,6,fromtrips,0.1
Southport Ave & Irving Park Rd,6,totrips,0.1
Southport Ave & Irving Park Rd,7,fromtrips,0.6
Southport Ave & Irving Park Rd,7,totrips,0.0
Southport Ave & Irving Park Rd,8,fromtrips,0.3
Southport Ave & Irving Park Rd,8,totrips,0.0
Southport Ave & Irving Park Rd,9,fromtrips,0.2
Southport Ave & Irving Park Rd,9,totrips,0.1
Southport Ave & Irving Park Rd,10,fromtrips,0.2
Southport Ave & Irving Park Rd,10,totrips,0.2
Southport Ave & Irving Park Rd,11,fromtrips,0.2
Southport Ave & Irving Park Rd,11,totrips,0.2
Southport Ave & Irving Park Rd,12,fromtrips,0.2
Southport Ave & Irving Park Rd,12,totrips,0.2
Southport Ave & Irving Park Rd,13,fromtrips,0.2
Southport Ave & Irving Park Rd,13,totrips,0.2
Southport Ave & Irving Park Rd,14,fromtrips,0.2
Southport Ave & Irving Park Rd,14,totrips,0.2
Southport Ave & Irving Park Rd,15,fromtrips,0.2
Southport Ave & Irving Park Rd,15,totrips,0.2
Southport Ave & Irving Park Rd,16,fromtrips,0.2
Southport Ave & Irving Park Rd,16,totrips,0.2
Southport Ave & Irving Park Rd,17,fromtrips,0.3
Southport Ave & Irving Park Rd,17,totrips,0.6
Southport Ave & Irving Park Rd,18,fromtrips,0.2
Southport Ave & Irving Park Rd,18,totrips,0.6
Southport Ave & Irving Park Rd,19,fromtrips,0.3
Southport Ave & Irving Park Rd,19,totrips,0.4
Southport Ave & Irving Park Rd,20,fromtrips,0.1
Southport Ave & Irving Park Rd,20,totrips,0.2
Southport Ave & Irving Park Rd,21,fromtrips,0.2
Southport Ave & Irving Park Rd,21,totrips,0.1
Southport Ave & Irving Park Rd,22,fromtrips,0.1
Southport Ave & Irving Park Rd,22,totrips,0.1
Southport Ave & Irving Park Rd,23,fromtrips,0.1
Southport Ave & Irving Park Rd,23,totrips,0.1
Southport Ave & Roscoe St,0,fromtrips,0.2
Southport Ave & Roscoe St,0,totrips,0.1
Southport Ave & Roscoe St,1,fromtrips,0.2
Southport Ave & Roscoe St,1,totrips,0.1
Southport Ave & Roscoe St,2,fromtrips,0.1
Southport Ave & Roscoe St,2,totrips,0.0
Southport Ave & Roscoe St,3,fromtrips,0.0
Southport Ave & Roscoe St,3,totrips,0.0
Southport Ave & Roscoe St,4,fromtrips,0.0
Southport Ave & Roscoe St,4,totrips,0.2
Southport Ave & Roscoe St,5,fromtrips,0.0
Southport Ave & Roscoe St,5,totrips,0.2
Southport Ave & Roscoe St,6,fromtrips,0.2
Southport Ave & Roscoe St,6,totrips,0.3
Southport Ave & Roscoe St,7,fromtrips,0.3
Southport Ave & Roscoe St,7,totrips,0.7
Southport Ave & Roscoe St,8,fromtrips,0.3
Southport Ave & Roscoe St,8,totrips,0.5
Southport Ave & Roscoe St,9,fromtrips,0.4
Southport Ave & Roscoe St,9,totrips,0.4
Southport Ave & Roscoe St,10,fromtrips,0.3
Southport Ave & Roscoe St,10,totrips,0.4
Southport Ave & Roscoe St,11,fromtrips,0.5
Southport Ave & Roscoe St,11,totrips,0.6
Southport Ave & Roscoe St,12,fromtrips,0.7
Southport Ave & Roscoe St,12,totrips,0.6
Southport Ave & Roscoe St,13,fromtrips,0.6
Southport Ave & Roscoe St,13,totrips,0.7
Southport Ave & Roscoe St,14,fromtrips,0.7
Southport Ave & Roscoe St,14,totrips,0.7
Southport Ave & Roscoe St,15,fromtrips,0.9
Southport Ave & Roscoe St,15,totrips,0.8
Southport Ave & Roscoe St,16,fromtrips,0.6
Southport Ave & Roscoe St,16,totrips,0.8
Southport Ave & Roscoe St,17,fromtrips,1.0
Southport Ave & Roscoe St,17,totrips,0.9
Southport Ave & Roscoe St,18,fromtrips,0.8
Southport Ave & Roscoe St,18,totrips,1.2
Southport Ave & Roscoe St,19,fromtrips,0.7
Southport Ave & Roscoe St,19,totrips,0.7
Southport Ave & Roscoe St,20,fromtrips,0.5
Southport Ave & Roscoe St,20,totrips,0.4
Southport Ave & Roscoe St,21,fromtrips,0.5
Southport Ave & Roscoe St,21,totrips,0.4
Southport Ave & Roscoe St,22,fromtrips,0.5
Southport Ave & Roscoe St,22,totrips,0.4
Southport Ave & Roscoe St,23,fromtrips,0.3
Southport Ave & Roscoe St,23,totrips,0.2
Southport Ave & Waveland Ave,0,fromtrips,0.2
Southport Ave & Waveland Ave,0,totrips,0.2
Southport Ave & Waveland Ave,1,fromtrips,0.1
Southport Ave & Waveland Ave,1,totrips,0.1
Southport Ave & Waveland Ave,2,fromtrips,0.1
Southport Ave & Waveland Ave,2,totrips,0.1
Southport Ave & Waveland Ave,3,fromtrips,0.0
Southport Ave & Waveland Ave,3,totrips,0.0
Southport Ave & Waveland Ave,4,fromtrips,0.0
Southport Ave & Waveland Ave,4,totrips,0.0
Southport Ave & Waveland Ave,5,fromtrips,0.1
Southport Ave & Waveland Ave,5,totrips,0.0
Southport Ave & Waveland Ave,6,fromtrips,0.4
Southport Ave & Waveland Ave,6,totrips,0.1
Southport Ave & Waveland Ave,7,fromtrips,0.6
Southport Ave & Waveland Ave,7,totrips,0.2
Southport Ave & Waveland Ave,8,fromtrips,0.6
Southport Ave & Waveland Ave,8,totrips,0.2
Southport Ave & Waveland Ave,9,fromtrips,0.7
Southport Ave & Waveland Ave,9,totrips,0.3
Southport Ave & Waveland Ave,10,fromtrips,0.4
Southport Ave & Waveland Ave,10,totrips,0.5
Southport Ave & Waveland Ave,11,fromtrips,0.6
Southport Ave & Waveland Ave,11,totrips,0.5
Southport Ave & Waveland Ave,12,fromtrips,0.7
Southport Ave & Waveland Ave,12,totrips,0.6
Southport Ave & Waveland Ave,13,fromtrips,0.7
Southport Ave & Waveland Ave,13,totrips,0.8
Southport Ave & Waveland Ave,14,fromtrips,0.9
Southport Ave & Waveland Ave,14,totrips,0.8
Southport Ave & Waveland Ave,15,fromtrips,0.8
Southport Ave & Waveland Ave,15,totrips,0.8
Southport Ave & Waveland Ave,16,fromtrips,0.6
Southport Ave & Waveland Ave,16,totrips,1.0
Southport Ave & Waveland Ave,17,fromtrips,0.8
Southport Ave & Waveland Ave,17,totrips,1.5
Southport Ave & Waveland Ave,18,fromtrips,0.7
Southport Ave & Waveland Ave,18,totrips,1.2
Southport Ave & Waveland Ave,19,fromtrips,0.7
Southport Ave & Waveland Ave,19,totrips,0.8
Southport Ave & Waveland Ave,20,fromtrips,0.4
Southport Ave & Waveland Ave,20,totrips,0.6
Southport Ave & Waveland Ave,21,fromtrips,0.4
Southport Ave & Waveland Ave,21,totrips,0.5
Southport Ave & Waveland Ave,22,fromtrips,0.2
Southport Ave & Waveland Ave,22,totrips,0.3
Southport Ave & Waveland Ave,23,fromtrips,0.2
Southport Ave & Waveland Ave,23,totrips,0.3
Southport Ave & Wellington Ave,0,fromtrips,0.2
Southport Ave & Wellington Ave,0,totrips,0.1
Southport Ave & Wellington Ave,1,fromtrips,0.1
Southport Ave & Wellington Ave,1,totrips,0.1
Southport Ave & Wellington Ave,2,fromtrips,0.1
Southport Ave & Wellington Ave,2,totrips,0.1
Southport Ave & Wellington Ave,3,fromtrips,0.1
Southport Ave & Wellington Ave,3,totrips,0.1
Southport Ave & Wellington Ave,4,fromtrips,0.0
Southport Ave & Wellington Ave,4,totrips,0.0
Southport Ave & Wellington Ave,5,fromtrips,0.5
Southport Ave & Wellington Ave,5,totrips,0.0
Southport Ave & Wellington Ave,6,fromtrips,0.9
Southport Ave & Wellington Ave,6,totrips,1.0
Southport Ave & Wellington Ave,7,fromtrips,1.8
Southport Ave & Wellington Ave,7,totrips,0.5
Southport Ave & Wellington Ave,8,fromtrips,1.4
Southport Ave & Wellington Ave,8,totrips,0.2
Southport Ave & Wellington Ave,9,fromtrips,0.6
Southport Ave & Wellington Ave,9,totrips,0.5
Southport Ave & Wellington Ave,10,fromtrips,0.7
Southport Ave & Wellington Ave,10,totrips,0.6
Southport Ave & Wellington Ave,11,fromtrips,1.0
Southport Ave & Wellington Ave,11,totrips,0.7
Southport Ave & Wellington Ave,12,fromtrips,1.0
Southport Ave & Wellington Ave,12,totrips,0.8
Southport Ave & Wellington Ave,13,fromtrips,1.0
Southport Ave & Wellington Ave,13,totrips,0.8
Southport Ave & Wellington Ave,14,fromtrips,1.0
Southport Ave & Wellington Ave,14,totrips,0.9
Southport Ave & Wellington Ave,15,fromtrips,0.8
Southport Ave & Wellington Ave,15,totrips,0.9
Southport Ave & Wellington Ave,16,fromtrips,0.8
Southport Ave & Wellington Ave,16,totrips,1.5
Southport Ave & Wellington Ave,17,fromtrips,1.7
Southport Ave & Wellington Ave,17,totrips,2.5
Southport Ave & Wellington Ave,18,fromtrips,1.2
Southport Ave & Wellington Ave,18,totrips,2.1
Southport Ave & Wellington Ave,19,fromtrips,0.8
Southport Ave & Wellington Ave,19,totrips,1.4
Southport Ave & Wellington Ave,20,fromtrips,0.6
Southport Ave & Wellington Ave,20,totrips,0.7
Southport Ave & Wellington Ave,21,fromtrips,0.5
Southport Ave & Wellington Ave,21,totrips,0.6
Southport Ave & Wellington Ave,22,fromtrips,0.4
Southport Ave & Wellington Ave,22,totrips,0.5
Southport Ave & Wellington Ave,23,fromtrips,0.2
Southport Ave & Wellington Ave,23,totrips,0.4
Southport Ave & Wrightwood Ave,0,fromtrips,0.1
Southport Ave & Wrightwood Ave,0,totrips,0.2
Southport Ave & Wrightwood Ave,1,fromtrips,0.0
Southport Ave & Wrightwood Ave,1,totrips,0.1
Southport Ave & Wrightwood Ave,2,fromtrips,0.0
Southport Ave & Wrightwood Ave,2,totrips,0.0
Southport Ave & Wrightwood Ave,3,fromtrips,0.0
Southport Ave & Wrightwood Ave,3,totrips,0.0
Southport Ave & Wrightwood Ave,4,fromtrips,0.1
Southport Ave & Wrightwood Ave,4,totrips,0.0
Southport Ave & Wrightwood Ave,5,fromtrips,0.1
Southport Ave & Wrightwood Ave,5,totrips,0.0
Southport Ave & Wrightwood Ave,6,fromtrips,0.6
Southport Ave & Wrightwood Ave,6,totrips,0.0
Southport Ave & Wrightwood Ave,7,fromtrips,1.0
Southport Ave & Wrightwood Ave,7,totrips,0.1
Southport Ave & Wrightwood Ave,8,fromtrips,1.5
Southport Ave & Wrightwood Ave,8,totrips,0.3
Southport Ave & Wrightwood Ave,9,fromtrips,0.5
Southport Ave & Wrightwood Ave,9,totrips,0.2
Southport Ave & Wrightwood Ave,10,fromtrips,0.4
Southport Ave & Wrightwood Ave,10,totrips,0.2
Southport Ave & Wrightwood Ave,11,fromtrips,0.5
Southport Ave & Wrightwood Ave,11,totrips,0.4
Southport Ave & Wrightwood Ave,12,fromtrips,0.5
Southport Ave & Wrightwood Ave,12,totrips,0.5
Southport Ave & Wrightwood Ave,13,fromtrips,0.5
Southport Ave & Wrightwood Ave,13,totrips,0.5
Southport Ave & Wrightwood Ave,14,fromtrips,0.4
Southport Ave & Wrightwood Ave,14,totrips,0.5
Southport Ave & Wrightwood Ave,15,fromtrips,0.6
Southport Ave & Wrightwood Ave,15,totrips,0.9
Southport Ave & Wrightwood Ave,16,fromtrips,0.5
Southport Ave & Wrightwood Ave,16,totrips,0.8
Southport Ave & Wrightwood Ave,17,fromtrips,0.7
Southport Ave & Wrightwood Ave,17,totrips,1.4
Southport Ave & Wrightwood Ave,18,fromtrips,0.7
Southport Ave & Wrightwood Ave,18,totrips,1.4
Southport Ave & Wrightwood Ave,19,fromtrips,0.4
Southport Ave & Wrightwood Ave,19,totrips,0.8
Southport Ave & Wrightwood Ave,20,fromtrips,0.4
Southport Ave & Wrightwood Ave,20,totrips,0.5
Southport Ave & Wrightwood Ave,21,fromtrips,0.3
Southport Ave & Wrightwood Ave,21,totrips,0.4
Southport Ave & Wrightwood Ave,22,fromtrips,0.5
Southport Ave & Wrightwood Ave,22,totrips,0.4
Southport Ave & Wrightwood Ave,23,fromtrips,0.2
Southport Ave & Wrightwood Ave,23,totrips,0.2
St Clair St & Erie St,0,fromtrips,0.2
St Clair St & Erie St,0,totrips,0.1
St Clair St & Erie St,1,fromtrips,0.1
St Clair St & Erie St,1,totrips,0.1
St Clair St & Erie St,2,fromtrips,0.0
St Clair St & Erie St,2,totrips,0.0
St Clair St & Erie St,3,fromtrips,0.0
St Clair St & Erie St,3,totrips,0.0
St Clair St & Erie St,4,fromtrips,0.0
St Clair St & Erie St,4,totrips,0.1
St Clair St & Erie St,5,fromtrips,0.0
St Clair St & Erie St,5,totrips,0.2
St Clair St & Erie St,6,fromtrips,0.1
St Clair St & Erie St,6,totrips,1.2
St Clair St & Erie St,7,fromtrips,0.6
St Clair St & Erie St,7,totrips,3.2
St Clair St & Erie St,8,fromtrips,1.0
St Clair St & Erie St,8,totrips,2.5
St Clair St & Erie St,9,fromtrips,1.5
St Clair St & Erie St,9,totrips,1.5
St Clair St & Erie St,10,fromtrips,1.4
St Clair St & Erie St,10,totrips,1.4
St Clair St & Erie St,11,fromtrips,1.3
St Clair St & Erie St,11,totrips,1.4
St Clair St & Erie St,12,fromtrips,1.6
St Clair St & Erie St,12,totrips,1.9
St Clair St & Erie St,13,fromtrips,1.4
St Clair St & Erie St,13,totrips,1.6
St Clair St & Erie St,14,fromtrips,1.8
St Clair St & Erie St,14,totrips,1.8
St Clair St & Erie St,15,fromtrips,2.1
St Clair St & Erie St,15,totrips,2.0
St Clair St & Erie St,16,fromtrips,3.2
St Clair St & Erie St,16,totrips,1.9
St Clair St & Erie St,17,fromtrips,2.9
St Clair St & Erie St,17,totrips,1.9
St Clair St & Erie St,18,fromtrips,1.8
St Clair St & Erie St,18,totrips,1.3
St Clair St & Erie St,19,fromtrips,0.9
St Clair St & Erie St,19,totrips,0.9
St Clair St & Erie St,20,fromtrips,0.9
St Clair St & Erie St,20,totrips,0.6
St Clair St & Erie St,21,fromtrips,0.5
St Clair St & Erie St,21,totrips,0.4
St Clair St & Erie St,22,fromtrips,0.3
St Clair St & Erie St,22,totrips,0.3
St Clair St & Erie St,23,fromtrips,0.2
St Clair St & Erie St,23,totrips,0.3
State St & 16th St,0,fromtrips,0.1
State St & 16th St,0,totrips,0.3
State St & 16th St,1,fromtrips,0.1
State St & 16th St,1,totrips,0.2
State St & 16th St,2,fromtrips,0.1
State St & 16th St,2,totrips,0.1
State St & 16th St,3,fromtrips,0.0
State St & 16th St,3,totrips,0.1
State St & 16th St,4,fromtrips,0.0
State St & 16th St,4,totrips,0.0
State St & 16th St,5,fromtrips,0.4
State St & 16th St,5,totrips,0.0
State St & 16th St,6,fromtrips,0.3
State St & 16th St,6,totrips,0.1
State St & 16th St,7,fromtrips,1.0
State St & 16th St,7,totrips,0.2
State St & 16th St,8,fromtrips,1.2
State St & 16th St,8,totrips,0.8
State St & 16th St,9,fromtrips,0.9
State St & 16th St,9,totrips,0.6
State St & 16th St,10,fromtrips,1.1
State St & 16th St,10,totrips,1.0
State St & 16th St,11,fromtrips,1.2
State St & 16th St,11,totrips,0.9
State St & 16th St,12,fromtrips,1.1
State St & 16th St,12,totrips,0.9
State St & 16th St,13,fromtrips,1.0
State St & 16th St,13,totrips,0.9
State St & 16th St,14,fromtrips,0.8
State St & 16th St,14,totrips,0.9
State St & 16th St,15,fromtrips,0.9
State St & 16th St,15,totrips,1.1
State St & 16th St,16,fromtrips,1.0
State St & 16th St,16,totrips,1.4
State St & 16th St,17,fromtrips,1.0
State St & 16th St,17,totrips,2.7
State St & 16th St,18,fromtrips,1.0
State St & 16th St,18,totrips,1.6
State St & 16th St,19,fromtrips,0.8
State St & 16th St,19,totrips,1.1
State St & 16th St,20,fromtrips,0.5
State St & 16th St,20,totrips,0.8
State St & 16th St,21,fromtrips,0.3
State St & 16th St,21,totrips,0.5
State St & 16th St,22,fromtrips,0.2
State St & 16th St,22,totrips,0.5
State St & 16th St,23,fromtrips,0.2
State St & 16th St,23,totrips,0.3
State St & 19th St,0,fromtrips,0.1
State St & 19th St,0,totrips,0.1
State St & 19th St,1,fromtrips,0.0
State St & 19th St,1,totrips,0.0
State St & 19th St,2,fromtrips,0.0
State St & 19th St,2,totrips,0.1
State St & 19th St,3,fromtrips,0.0
State St & 19th St,3,totrips,0.1
State St & 19th St,4,fromtrips,0.0
State St & 19th St,4,totrips,0.0
State St & 19th St,5,fromtrips,0.0
State St & 19th St,5,totrips,0.1
State St & 19th St,6,fromtrips,0.1
State St & 19th St,6,totrips,0.1
State St & 19th St,7,fromtrips,0.6
State St & 19th St,7,totrips,0.1
State St & 19th St,8,fromtrips,0.7
State St & 19th St,8,totrips,0.1
State St & 19th St,9,fromtrips,0.3
State St & 19th St,9,totrips,0.1
State St & 19th St,10,fromtrips,0.3
State St & 19th St,10,totrips,0.3
State St & 19th St,11,fromtrips,0.4
State St & 19th St,11,totrips,0.4
State St & 19th St,12,fromtrips,0.5
State St & 19th St,12,totrips,0.4
State St & 19th St,13,fromtrips,0.6
State St & 19th St,13,totrips,0.4
State St & 19th St,14,fromtrips,0.4
State St & 19th St,14,totrips,0.2
State St & 19th St,15,fromtrips,0.4
State St & 19th St,15,totrips,0.4
State St & 19th St,16,fromtrips,0.4
State St & 19th St,16,totrips,0.5
State St & 19th St,17,fromtrips,0.4
State St & 19th St,17,totrips,0.8
State St & 19th St,18,fromtrips,0.5
State St & 19th St,18,totrips,0.8
State St & 19th St,19,fromtrips,0.4
State St & 19th St,19,totrips,0.3
State St & 19th St,20,fromtrips,0.3
State St & 19th St,20,totrips,0.4
State St & 19th St,21,fromtrips,0.2
State St & 19th St,21,totrips,0.2
State St & 19th St,22,fromtrips,0.1
State St & 19th St,22,totrips,0.2
State St & 19th St,23,fromtrips,0.1
State St & 19th St,23,totrips,0.1
State St & 29th St,0,fromtrips,0.0
State St & 29th St,0,totrips,0.0
State St & 29th St,1,fromtrips,0.0
State St & 29th St,1,totrips,0.0
State St & 29th St,2,fromtrips,0.0
State St & 29th St,2,totrips,0.0
State St & 29th St,5,fromtrips,0.0
State St & 29th St,5,totrips,0.0
State St & 29th St,7,fromtrips,0.0
State St & 29th St,7,totrips,0.1
State St & 29th St,8,fromtrips,0.0
State St & 29th St,8,totrips,0.0
State St & 29th St,9,fromtrips,0.0
State St & 29th St,9,totrips,0.0
State St & 29th St,10,fromtrips,0.0
State St & 29th St,10,totrips,0.1
State St & 29th St,11,fromtrips,0.0
State St & 29th St,11,totrips,0.1
State St & 29th St,12,fromtrips,0.1
State St & 29th St,12,totrips,0.1
State St & 29th St,13,fromtrips,0.1
State St & 29th St,13,totrips,0.1
State St & 29th St,14,fromtrips,0.0
State St & 29th St,14,totrips,0.1
State St & 29th St,15,fromtrips,0.1
State St & 29th St,15,totrips,0.1
State St & 29th St,16,fromtrips,0.0
State St & 29th St,16,totrips,0.0
State St & 29th St,17,fromtrips,0.1
State St & 29th St,17,totrips,0.1
State St & 29th St,18,fromtrips,0.0
State St & 29th St,18,totrips,0.0
State St & 29th St,19,fromtrips,0.0
State St & 29th St,19,totrips,0.1
State St & 29th St,20,fromtrips,0.0
State St & 29th St,20,totrips,0.1
State St & 29th St,21,fromtrips,0.0
State St & 29th St,21,totrips,0.1
State St & 29th St,22,fromtrips,0.0
State St & 29th St,22,totrips,0.0
State St & 29th St,23,fromtrips,0.0
State St & 29th St,23,totrips,0.0
State St & 33rd St,0,fromtrips,0.0
State St & 33rd St,0,totrips,0.0
State St & 33rd St,1,fromtrips,0.0
State St & 33rd St,1,totrips,0.0
State St & 33rd St,2,fromtrips,0.0
State St & 33rd St,2,totrips,0.0
State St & 33rd St,3,fromtrips,0.0
State St & 33rd St,3,totrips,0.0
State St & 33rd St,4,fromtrips,0.0
State St & 33rd St,4,totrips,0.0
State St & 33rd St,6,fromtrips,0.0
State St & 33rd St,6,totrips,0.0
State St & 33rd St,7,fromtrips,0.0
State St & 33rd St,7,totrips,0.1
State St & 33rd St,8,fromtrips,0.0
State St & 33rd St,8,totrips,0.3
State St & 33rd St,9,fromtrips,0.1
State St & 33rd St,9,totrips,0.2
State St & 33rd St,10,fromtrips,0.1
State St & 33rd St,10,totrips,0.1
State St & 33rd St,11,fromtrips,0.2
State St & 33rd St,11,totrips,0.3
State St & 33rd St,12,fromtrips,0.2
State St & 33rd St,12,totrips,0.3
State St & 33rd St,13,fromtrips,0.2
State St & 33rd St,13,totrips,0.4
State St & 33rd St,14,fromtrips,0.2
State St & 33rd St,14,totrips,0.2
State St & 33rd St,15,fromtrips,0.2
State St & 33rd St,15,totrips,0.2
State St & 33rd St,16,fromtrips,0.5
State St & 33rd St,16,totrips,0.2
State St & 33rd St,17,fromtrips,0.3
State St & 33rd St,17,totrips,0.2
State St & 33rd St,18,fromtrips,0.3
State St & 33rd St,18,totrips,0.1
State St & 33rd St,19,fromtrips,0.2
State St & 33rd St,19,totrips,0.1
State St & 33rd St,20,fromtrips,0.2
State St & 33rd St,20,totrips,0.0
State St & 33rd St,21,fromtrips,0.0
State St & 33rd St,21,totrips,0.1
State St & 33rd St,22,fromtrips,0.1
State St & 33rd St,22,totrips,0.1
State St & 33rd St,23,fromtrips,0.1
State St & 33rd St,23,totrips,0.1
State St & 35th St,0,fromtrips,0.1
State St & 35th St,0,totrips,0.0
State St & 35th St,1,fromtrips,0.1
State St & 35th St,1,totrips,0.0
State St & 35th St,2,fromtrips,0.0
State St & 35th St,2,totrips,0.0
State St & 35th St,3,fromtrips,0.0
State St & 35th St,3,totrips,0.0
State St & 35th St,4,fromtrips,0.0
State St & 35th St,4,totrips,0.0
State St & 35th St,5,fromtrips,0.0
State St & 35th St,5,totrips,0.0
State St & 35th St,6,fromtrips,0.0
State St & 35th St,6,totrips,0.0
State St & 35th St,7,fromtrips,0.0
State St & 35th St,7,totrips,0.1
State St & 35th St,8,fromtrips,0.1
State St & 35th St,8,totrips,0.4
State St & 35th St,9,fromtrips,0.1
State St & 35th St,9,totrips,0.2
State St & 35th St,10,fromtrips,0.2
State St & 35th St,10,totrips,0.2
State St & 35th St,11,fromtrips,0.2
State St & 35th St,11,totrips,0.2
State St & 35th St,12,fromtrips,0.3
State St & 35th St,12,totrips,0.3
State St & 35th St,13,fromtrips,0.2
State St & 35th St,13,totrips,0.3
State St & 35th St,14,fromtrips,0.3
State St & 35th St,14,totrips,0.3
State St & 35th St,15,fromtrips,0.3
State St & 35th St,15,totrips,0.2
State St & 35th St,16,fromtrips,0.3
State St & 35th St,16,totrips,0.3
State St & 35th St,17,fromtrips,0.4
State St & 35th St,17,totrips,0.3
State St & 35th St,18,fromtrips,0.3
State St & 35th St,18,totrips,0.2
State St & 35th St,19,fromtrips,0.3
State St & 35th St,19,totrips,0.1
State St & 35th St,20,fromtrips,0.2
State St & 35th St,20,totrips,0.1
State St & 35th St,21,fromtrips,0.2
State St & 35th St,21,totrips,0.1
State St & 35th St,22,fromtrips,0.2
State St & 35th St,22,totrips,0.0
State St & 35th St,23,fromtrips,0.1
State St & 35th St,23,totrips,0.0
State St & Erie St,0,fromtrips,0.3
State St & Erie St,0,totrips,0.4
State St & Erie St,1,fromtrips,0.2
State St & Erie St,1,totrips,0.3
State St & Erie St,2,fromtrips,0.3
State St & Erie St,2,totrips,0.2
State St & Erie St,3,fromtrips,0.1
State St & Erie St,3,totrips,0.1
State St & Erie St,4,fromtrips,0.0
State St & Erie St,4,totrips,0.0
State St & Erie St,5,fromtrips,0.0
State St & Erie St,5,totrips,0.2
State St & Erie St,6,fromtrips,0.7
State St & Erie St,6,totrips,0.6
State St & Erie St,7,fromtrips,1.3
State St & Erie St,7,totrips,2.1
State St & Erie St,8,fromtrips,1.7
State St & Erie St,8,totrips,2.3
State St & Erie St,9,fromtrips,1.5
State St & Erie St,9,totrips,1.3
State St & Erie St,10,fromtrips,1.5
State St & Erie St,10,totrips,1.1
State St & Erie St,11,fromtrips,1.7
State St & Erie St,11,totrips,1.7
State St & Erie St,12,fromtrips,2.2
